TIME	LAT	LON	HUM	TMP	CO	ROH	CO2	TOL	NH4	ACE	PM5	FULL	VIS	IR	LUX
06:50:45 PM	0	0	71.8	30.6	87.08	2.77	1	2.2	0.4	3.47	0.35	-60.43	8	6	2	0.7344
06:50:45 PM	0	0	71.8	30.6	87.08	2.77	1	2.2	0.4	3.47	0.35	-60.43	8	6	2	0.7344
06:50:46 PM	0	0	71.8	30.6	87.08	2.89	1.03	2.27	0.42	3.56	0.36	-61.27	8	7	1	0.9996
06:50:46 PM	0	0	71.8	30.6	87.08	2.89	1.03	2.27	0.42	3.56	0.36	-61.27	8	7	1	0.9996
06:50:47 PM	0	0	71.8	30.6	87.08	2.89	1.03	2.27	0.42	3.56	0.36	-61.27	7	6	1	0.839314
06:50:47 PM	0	0	71.8	30.6	87.08	2.89	1.03	2.27	0.42	3.56	0.36	-61.27	7	6	1	0.839314
06:50:48 PM	0	0	71.8	30.6	87.08	2.65	0.96	2.13	0.39	3.38	0.33	-59.59	8	6	2	0.7344
06:50:48 PM	0	0	71.8	30.6	87.08	2.65	0.96	2.13	0.39	3.38	0.33	-59.59	8	6	2	0.7344
06:50:49 PM	0	0	71.8	30.6	87.08	3.14	1.1	2.41	0.45	3.75	0.38	-61.27	7	6	1	0.839314
06:50:49 PM	0	0	71.8	30.6	87.08	3.14	1.1	2.41	0.45	3.75	0.38	-61.27	7	6	1	0.839314
06:50:50 PM	0	0	71.8	30.6	87.08	2.89	1.03	2.27	0.42	3.56	0.36	-62.11	7	6	1	0.839314
06:50:50 PM	0	0	71.8	30.6	87.08	2.89	1.03	2.27	0.42	3.56	0.36	-62.11	7	6	1	0.839314
06:50:51 PM	0	0	71.8	30.6	87.08	2.77	1	2.2	0.4	3.47	0.35	-61.27	8	7	1	0.9996
06:50:51 PM	0	0	71.8	30.6	87.08	2.77	1	2.2	0.4	3.47	0.35	-61.27	8	7	1	0.9996
06:50:52 PM	0	0	71.7	30.6	87.08	2.89	1.03	2.27	0.42	3.56	0.36	-61.27	7	6	1	0.839314
06:50:52 PM	0	0	71.7	30.6	87.08	2.89	1.03	2.27	0.42	3.56	0.36	-61.27	7	6	1	0.839314
06:50:53 PM	0	0	71.7	30.6	87.08	2.65	0.96	2.13	0.39	3.38	0.33	-60.43	8	7	1	0.9996
06:50:53 PM	0	0	71.7	30.6	87.08	2.65	0.96	2.13	0.39	3.38	0.33	-60.43	8	7	1	0.9996
06:50:54 PM	0	0	71.7	30.6	87.08	2.65	0.96	2.13	0.39	3.38	0.33	-59.59	8	7	1	0.9996
06:50:54 PM	0	0	71.7	30.6	87.08	2.65	0.96	2.13	0.39	3.38	0.33	-59.59	8	7	1	0.9996
06:50:55 PM	0	0	71.7	30.6	87.08	2.77	1	2.2	0.4	3.47	0.35	-60.43	7	6	1	0.839314
06:50:55 PM	0	0	71.7	30.6	87.08	2.77	1	2.2	0.4	3.47	0.35	-60.43	7	6	1	0.839314
06:50:56 PM	0	0	71.7	30.6	87.08	2.89	1.03	2.27	0.42	3.56	0.36	-61.27	8	7	1	0.9996
06:50:56 PM	0	0	71.7	30.6	87.08	2.89	1.03	2.27	0.42	3.56	0.36	-61.27	8	7	1	0.9996
06:50:57 PM	0	0	71.7	30.6	87.08	2.89	1.03	2.27	0.42	3.56	0.36	-61.27	8	7	1	0.9996
06:50:57 PM	0	0	71.7	30.6	87.08	2.89	1.03	2.27	0.42	3.56	0.36	-61.27	8	7	1	0.9996
06:50:58 PM	0	0	71.7	30.6	87.08	2.33	0.87	1.94	0.35	3.11	0.3	-65.47	8	7	1	0.9996
06:50:58 PM	0	0	71.7	30.6	87.08	2.33	0.87	1.94	0.35	3.11	0.3	-65.47	8	7	1	0.9996
06:50:59 PM	0	0	71.6	30.6	87.08	2.77	1	2.2	0.4	3.47	0.35	-62.11	8	6	2	0.7344
06:50:59 PM	0	0	71.6	30.6	87.08	2.77	1	2.2	0.4	3.47	0.35	-62.11	8	6	2	0.7344
06:51:00 PM	0	0	71.6	30.6	87.08	2.89	1.03	2.27	0.42	3.56	0.36	-59.59	8	7	1	0.9996
06:51:00 PM	0	0	71.6	30.6	87.08	2.89	1.03	2.27	0.42	3.56	0.36	-59.59	8	7	1	0.9996
06:51:01 PM	0	0	71.5	30.6	87.08	3.01	1.07	2.34	0.43	3.65	0.37	-60.43	8	7	1	0.9996
06:51:01 PM	0	0	71.5	30.6	87.08	3.01	1.07	2.34	0.43	3.65	0.37	-60.43	8	7	1	0.9996
06:51:02 PM	0	0	71.5	30.6	87.08	3.01	1.07	2.34	0.43	3.65	0.37	-61.27	8	7	1	0.9996
06:51:02 PM	0	0	71.5	30.6	87.08	3.01	1.07	2.34	0.43	3.65	0.37	-61.27	8	7	1	0.9996
06:51:03 PM	0	0	71.5	30.6	87.08	2.89	1.03	2.27	0.42	3.56	0.36	-61.27	8	6	2	0.7344
06:51:03 PM	0	0	71.5	30.6	87.08	2.89	1.03	2.27	0.42	3.56	0.36	-61.27	8	6	2	0.7344
06:51:04 PM	0	0	71.5	30.6	87.08	2.77	1	2.2	0.4	3.47	0.35	-61.27	7	5	2	0.582857
06:51:04 PM	0	0	71.5	30.6	87.08	2.77	1	2.2	0.4	3.47	0.35	-61.27	7	5	2	0.582857
06:51:05 PM	0	0	71.5	30.6	87.08	2.54	0.93	2.07	0.37	3.29	0.32	-62.95	6	5	1	0.68
06:51:05 PM	0	0	71.5	30.6	87.08	2.54	0.93	2.07	0.37	3.29	0.32	-62.95	6	5	1	0.68
06:51:06 PM	0	0	71.5	30.6	87.08	3.01	1.07	2.34	0.43	3.65	0.37	-60.43	7	5	2	0.582857
06:51:06 PM	0	0	71.5	30.6	87.08	3.01	1.07	2.34	0.43	3.65	0.37	-60.43	7	5	2	0.582857
06:51:07 PM	0	0	71.4	30.6	87.08	2.89	1.03	2.27	0.42	3.56	0.36	-60.43	8	7	1	0.9996
06:51:07 PM	0	0	71.4	30.6	87.08	2.89	1.03	2.27	0.42	3.56	0.36	-60.43	8	7	1	0.9996
06:51:08 PM	0	0	71.4	30.6	87.08	2.89	1.03	2.27	0.42	3.56	0.36	-61.27	7	6	1	0.839314
06:51:08 PM	0	0	71.4	30.6	87.08	2.89	1.03	2.27	0.42	3.56	0.36	-61.27	7	6	1	0.839314
06:51:09 PM	0	0	71.4	30.6	87.08	3.14	1.1	2.41	0.45	3.75	0.38	-62.11	7	6	1	0.839314
06:51:09 PM	0	0	71.4	30.6	87.08	3.14	1.1	2.41	0.45	3.75	0.38	-62.11	7	6	1	0.839314
06:51:10 PM	0	0	71.5	30.7	87.26	2.89	1.03	2.27	0.42	3.56	0.36	-61.27	7	6	1	0.839314
06:51:10 PM	0	0	71.5	30.7	87.26	2.89	1.03	2.27	0.42	3.56	0.36	-61.27	7	6	1	0.839314
06:51:11 PM	0	0	71.5	30.7	87.26	3.01	1.07	2.34	0.43	3.65	0.37	-61.27	7	6	1	0.839314
06:51:11 PM	0	0	71.5	30.7	87.26	3.01	1.07	2.34	0.43	3.65	0.37	-61.27	7	6	1	0.839314
06:51:12 PM	0	0	71.5	30.7	87.26	2.89	1.03	2.27	0.42	3.56	0.36	-62.11	7	6	1	0.839314
06:51:12 PM	0	0	71.5	30.7	87.26	2.89	1.03	2.27	0.42	3.56	0.36	-62.11	7	6	1	0.839314
06:51:13 PM	0	0	71.5	30.7	87.26	2.89	1.03	2.27	0.42	3.56	0.36	-61.27	7	6	1	0.839314
06:51:13 PM	0	0	71.5	30.7	87.26	2.89	1.03	2.27	0.42	3.56	0.36	-61.27	7	6	1	0.839314
06:51:14 PM	0	0	71.5	30.7	87.26	2.65	0.96	2.13	0.39	3.38	0.33	-62.11	7	6	1	0.839314
06:51:14 PM	0	0	71.5	30.7	87.26	2.65	0.96	2.13	0.39	3.38	0.33	-62.11	7	6	1	0.839314
06:51:15 PM	0	0	71.3	30.6	87.08	2.89	1.03	2.27	0.42	3.56	0.36	-60.43	7	5	2	0.582857
06:51:15 PM	0	0	71.3	30.6	87.08	2.89	1.03	2.27	0.42	3.56	0.36	-60.43	7	5	2	0.582857
06:51:16 PM	0	0	71.3	30.6	87.08	2.54	0.93	2.07	0.37	3.29	0.32	-61.27	7	6	1	0.839314
06:51:16 PM	0	0	71.3	30.6	87.08	2.54	0.93	2.07	0.37	3.29	0.32	-61.27	7	6	1	0.839314
06:51:17 PM	0	0	71.3	30.6	87.08	2.89	1.03	2.27	0.42	3.56	0.36	-62.95	7	5	2	0.582857
06:51:17 PM	0	0	71.3	30.6	87.08	2.89	1.03	2.27	0.42	3.56	0.36	-62.95	7	5	2	0.582857
06:51:18 PM	0	0	71.3	30.6	87.08	3.01	1.07	2.34	0.43	3.65	0.37	-59.59	7	6	1	0.839314
06:51:18 PM	0	0	71.3	30.6	87.08	3.01	1.07	2.34	0.43	3.65	0.37	-59.59	7	6	1	0.839314
06:51:19 PM	0	0	71.3	30.6	87.08	2.89	1.03	2.27	0.42	3.56	0.36	-60.43	7	6	1	0.839314
06:51:19 PM	0	0	71.3	30.6	87.08	2.89	1.03	2.27	0.42	3.56	0.36	-60.43	7	6	1	0.839314
06:51:20 PM	0	0	71.3	30.6	87.08	3.14	1.1	2.41	0.45	3.75	0.38	-62.95	7	6	1	0.839314
06:51:20 PM	0	0	71.3	30.6	87.08	3.14	1.1	2.41	0.45	3.75	0.38	-62.95	7	6	1	0.839314
06:51:21 PM	0	0	71.3	30.6	87.08	3.01	1.07	2.34	0.43	3.65	0.37	-61.27	7	6	1	0.839314
06:51:21 PM	0	0	71.3	30.6	87.08	3.01	1.07	2.34	0.43	3.65	0.37	-61.27	7	6	1	0.839314
06:51:22 PM	0	0	71.3	30.6	87.08	3.01	1.07	2.34	0.43	3.65	0.37	-60.43	7	6	1	0.839314
06:51:22 PM	0	0	71.3	30.6	87.08	3.01	1.07	2.34	0.43	3.65	0.37	-60.43	7	6	1	0.839314
06:51:23 PM	0	0	71.3	30.7	87.26	3.27	1.14	2.48	0.47	3.85	0.4	-61.27	7	6	1	0.839314
06:51:23 PM	0	0	71.3	30.7	87.26	3.27	1.14	2.48	0.47	3.85	0.4	-61.27	7	6	1	0.839314
06:51:24 PM	0	0	71.3	30.7	87.26	2.65	0.96	2.13	0.39	3.38	0.33	-61.27	7	6	1	0.839314
06:51:24 PM	0	0	71.3	30.7	87.26	2.65	0.96	2.13	0.39	3.38	0.33	-61.27	7	6	1	0.839314
06:51:25 PM	0	0	71.3	30.7	87.26	2.89	1.03	2.27	0.42	3.56	0.36	-61.27	8	7	1	0.9996
06:51:25 PM	0	0	71.3	30.7	87.26	2.89	1.03	2.27	0.42	3.56	0.36	-61.27	8	7	1	0.9996
06:51:26 PM	0	0	71.3	30.7	87.26	2.77	1	2.2	0.4	3.47	0.35	-62.11	8	7	1	0.9996
06:51:26 PM	0	0	71.3	30.7	87.26	2.77	1	2.2	0.4	3.47	0.35	-62.11	8	7	1	0.9996
06:51:27 PM	0	0	71.3	30.7	87.26	3.01	1.07	2.34	0.43	3.65	0.37	-60.43	7	6	1	0.839314
06:51:27 PM	0	0	71.3	30.7	87.26	3.01	1.07	2.34	0.43	3.65	0.37	-60.43	7	6	1	0.839314
06:51:28 PM	0	0	71.2	30.7	87.26	3.01	1.07	2.34	0.43	3.65	0.37	-62.11	7	5	2	0.582857
06:51:28 PM	0	0	71.2	30.7	87.26	3.01	1.07	2.34	0.43	3.65	0.37	-62.11	7	5	2	0.582857
06:51:29 PM	0	0	71.2	30.7	87.26	2.89	1.03	2.27	0.42	3.56	0.36	-62.11	8	7	1	0.9996
06:51:29 PM	0	0	71.2	30.7	87.26	2.89	1.03	2.27	0.42	3.56	0.36	-62.11	8	7	1	0.9996
06:51:30 PM	0	0	71.2	30.7	87.26	3.01	1.07	2.34	0.43	3.65	0.37	-60.43	8	7	1	0.9996
06:51:30 PM	0	0	71.2	30.7	87.26	3.01	1.07	2.34	0.43	3.65	0.37	-60.43	8	7	1	0.9996
06:51:31 PM	0	0	71.2	30.7	87.26	2.89	1.03	2.27	0.42	3.56	0.36	-62.11	7	6	1	0.839314
06:51:31 PM	0	0	71.2	30.7	87.26	2.89	1.03	2.27	0.42	3.56	0.36	-62.11	7	6	1	0.839314
06:51:32 PM	0	0	71.2	30.7	87.26	2.77	1	2.2	0.4	3.47	0.35	-62.95	7	6	1	0.839314
06:51:32 PM	0	0	71.2	30.7	87.26	2.77	1	2.2	0.4	3.47	0.35	-62.95	7	6	1	0.839314
06:51:33 PM	0	0	71.2	30.7	87.26	3.14	1.1	2.41	0.45	3.75	0.38	-61.27	8	7	1	0.9996
06:51:33 PM	0	0	71.2	30.7	87.26	3.14	1.1	2.41	0.45	3.75	0.38	-61.27	8	7	1	0.9996
06:51:34 PM	0	0	71.2	30.7	87.26	3.14	1.1	2.41	0.45	3.75	0.38	-61.27	7	5	2	0.582857
06:51:34 PM	0	0	71.2	30.7	87.26	3.14	1.1	2.41	0.45	3.75	0.38	-61.27	7	5	2	0.582857
06:51:35 PM	0	0	71.2	30.7	87.26	2.89	1.03	2.27	0.42	3.56	0.36	-61.27	7	6	1	0.839314
06:51:35 PM	0	0	71.2	30.7	87.26	2.89	1.03	2.27	0.42	3.56	0.36	-61.27	7	6	1	0.839314
06:51:36 PM	0	0	71.2	30.7	87.26	2.77	1	2.2	0.4	3.47	0.35	-60.43	8	7	1	0.9996
06:51:36 PM	0	0	71.2	30.7	87.26	2.77	1	2.2	0.4	3.47	0.35	-60.43	8	7	1	0.9996
06:51:37 PM	0	0	71.1	30.7	87.26	3.01	1.07	2.34	0.43	3.65	0.37	-62.11	8	7	1	0.9996
06:51:37 PM	0	0	71.1	30.7	87.26	3.01	1.07	2.34	0.43	3.65	0.37	-62.11	8	7	1	0.9996
06:51:38 PM	0	0	71.1	30.7	87.26	2.89	1.03	2.27	0.42	3.56	0.36	-64.63	7	6	1	0.839314
06:51:38 PM	0	0	71.1	30.7	87.26	2.89	1.03	2.27	0.42	3.56	0.36	-64.63	7	6	1	0.839314
06:51:39 PM	0	0	71.1	30.7	87.26	2.65	0.96	2.13	0.39	3.38	0.33	-60.43	7	6	1	0.839314
06:51:39 PM	0	0	71.1	30.7	87.26	2.65	0.96	2.13	0.39	3.38	0.33	-60.43	7	6	1	0.839314
06:51:40 PM	0	0	71.1	30.7	87.26	3.01	1.07	2.34	0.43	3.65	0.37	-62.11	7	6	1	0.839314
06:51:40 PM	0	0	71.1	30.7	87.26	3.01	1.07	2.34	0.43	3.65	0.37	-62.11	7	6	1	0.839314
06:51:41 PM	0	0	71.1	30.7	87.26	2.77	1	2.2	0.4	3.47	0.35	-60.43	7	6	1	0.839314
06:51:41 PM	0	0	71.1	30.7	87.26	2.77	1	2.2	0.4	3.47	0.35	-60.43	7	6	1	0.839314
06:51:42 PM	0	0	71.1	30.7	87.26	2.89	1.03	2.27	0.42	3.56	0.36	-61.27	8	7	1	0.9996
06:51:42 PM	0	0	71.1	30.7	87.26	2.89	1.03	2.27	0.42	3.56	0.36	-61.27	8	7	1	0.9996
06:51:43 PM	0	0	71.1	30.7	87.26	2.89	1.03	2.27	0.42	3.56	0.36	-62.95	7	6	1	0.839314
06:51:43 PM	0	0	71.1	30.7	87.26	2.89	1.03	2.27	0.42	3.56	0.36	-62.95	7	6	1	0.839314
06:51:44 PM	0	0	71.1	30.7	87.26	2.77	1	2.2	0.4	3.47	0.35	-61.27	8	7	1	0.9996
06:51:44 PM	0	0	71.1	30.7	87.26	2.77	1	2.2	0.4	3.47	0.35	-61.27	8	7	1	0.9996
06:51:45 PM	0	0	71.1	30.7	87.26	2.89	1.03	2.27	0.42	3.56	0.36	-62.11	8	7	1	0.9996
06:51:45 PM	0	0	71.1	30.7	87.26	2.89	1.03	2.27	0.42	3.56	0.36	-62.11	8	7	1	0.9996
06:51:46 PM	0	0	71	30.7	87.26	2.89	1.03	2.27	0.42	3.56	0.36	-60.43	7	6	1	0.839314
06:51:46 PM	0	0	71	30.7	87.26	2.89	1.03	2.27	0.42	3.56	0.36	-60.43	7	6	1	0.839314
06:51:47 PM	0	0	71	30.7	87.26	3.14	1.1	2.41	0.45	3.75	0.38	-61.27	7	6	1	0.839314
06:51:47 PM	0	0	71	30.7	87.26	3.14	1.1	2.41	0.45	3.75	0.38	-61.27	7	6	1	0.839314
06:51:48 PM	0	0	71	30.7	87.26	2.54	0.93	2.07	0.37	3.29	0.32	-59.59	7	6	1	0.839314
06:51:48 PM	0	0	71	30.7	87.26	2.54	0.93	2.07	0.37	3.29	0.32	-59.59	7	6	1	0.839314
06:51:49 PM	0	0	71	30.7	87.26	2.77	1	2.2	0.4	3.47	0.35	-61.27	8	6	2	0.7344
06:51:49 PM	0	0	71	30.7	87.26	2.77	1	2.2	0.4	3.47	0.35	-61.27	8	6	2	0.7344
06:51:50 PM	0	0	71	30.7	87.26	2.77	1	2.2	0.4	3.47	0.35	-61.27	8	6	2	0.7344
06:51:50 PM	0	0	71	30.7	87.26	2.77	1	2.2	0.4	3.47	0.35	-61.27	8	6	2	0.7344
06:51:51 PM	0	0	71	30.7	87.26	2.89	1.03	2.27	0.42	3.56	0.36	-61.27	7	6	1	0.839314
06:51:51 PM	0	0	71	30.7	87.26	2.89	1.03	2.27	0.42	3.56	0.36	-61.27	7	6	1	0.839314
06:51:52 PM	0	0	71	30.7	87.26	3.01	1.07	2.34	0.43	3.65	0.37	-61.27	7	5	2	0.582857
06:51:52 PM	0	0	71	30.7	87.26	3.01	1.07	2.34	0.43	3.65	0.37	-61.27	7	5	2	0.582857
06:51:53 PM	0	0	71	30.7	87.26	2.65	0.96	2.13	0.39	3.38	0.33	-62.11	8	7	1	0.9996
06:51:53 PM	0	0	71	30.7	87.26	2.65	0.96	2.13	0.39	3.38	0.33	-62.11	8	7	1	0.9996
06:51:54 PM	0	0	71	30.7	87.26	2.77	1	2.2	0.4	3.47	0.35	-60.43	8	7	1	0.9996
06:51:54 PM	0	0	71	30.7	87.26	2.77	1	2.2	0.4	3.47	0.35	-60.43	8	7	1	0.9996
06:51:55 PM	0	0	71	30.7	87.26	2.77	1	2.2	0.4	3.47	0.35	-61.27	8	7	1	0.9996
06:51:55 PM	0	0	71	30.7	87.26	2.77	1	2.2	0.4	3.47	0.35	-61.27	8	7	1	0.9996
06:51:56 PM	0	0	71	30.7	87.26	2.77	1	2.2	0.4	3.47	0.35	-60.43	8	6	2	0.7344
06:51:56 PM	0	0	71	30.7	87.26	2.77	1	2.2	0.4	3.47	0.35	-60.43	8	6	2	0.7344
06:51:57 PM	0	0	71	30.7	87.26	3.01	1.07	2.34	0.43	3.65	0.37	-60.43	8	7	1	0.9996
06:51:57 PM	0	0	71	30.7	87.26	3.01	1.07	2.34	0.43	3.65	0.37	-60.43	8	7	1	0.9996
06:51:58 PM	0	0	71	30.7	87.26	2.89	1.03	2.27	0.42	3.56	0.36	-61.27	8	7	1	0.9996
06:51:58 PM	0	0	71	30.7	87.26	2.89	1.03	2.27	0.42	3.56	0.36	-61.27	8	7	1	0.9996
06:51:59 PM	0	0	71	30.7	87.26	2.65	0.96	2.13	0.39	3.38	0.33	-61.27	8	6	2	0.7344
06:51:59 PM	0	0	71	30.7	87.26	2.65	0.96	2.13	0.39	3.38	0.33	-61.27	8	6	2	0.7344
06:52:00 PM	0	0	71.1	30.8	87.44	3.01	1.07	2.34	0.43	3.65	0.37	-62.11	8	6	2	0.7344
06:52:00 PM	0	0	71.1	30.8	87.44	3.01	1.07	2.34	0.43	3.65	0.37	-62.11	8	6	2	0.7344
06:52:01 PM	0	0	71.1	30.8	87.44	2.54	0.93	2.07	0.37	3.29	0.32	-60.43	8	7	1	0.9996
06:52:01 PM	0	0	71.1	30.8	87.44	2.54	0.93	2.07	0.37	3.29	0.32	-60.43	8	7	1	0.9996
06:52:02 PM	0	0	70.9	30.7	87.26	3.01	1.07	2.34	0.43	3.65	0.37	-61.27	8	6	2	0.7344
06:52:02 PM	0	0	70.9	30.7	87.26	3.01	1.07	2.34	0.43	3.65	0.37	-61.27	8	6	2	0.7344
06:52:03 PM	0	0	70.9	30.7	87.26	3.01	1.07	2.34	0.43	3.65	0.37	-61.27	8	7	1	0.9996
06:52:03 PM	0	0	70.9	30.7	87.26	3.01	1.07	2.34	0.43	3.65	0.37	-61.27	8	7	1	0.9996
06:52:04 PM	0	0	70.9	30.7	87.26	2.89	1.03	2.27	0.42	3.56	0.36	-60.43	8	7	1	0.9996
06:52:04 PM	0	0	70.9	30.7	87.26	2.89	1.03	2.27	0.42	3.56	0.36	-60.43	8	7	1	0.9996
06:52:05 PM	0	0	71	30.8	87.44	3.01	1.07	2.34	0.43	3.65	0.37	-60.43	8	6	2	0.7344
06:52:05 PM	0	0	71	30.8	87.44	3.01	1.07	2.34	0.43	3.65	0.37	-60.43	8	6	2	0.7344
06:52:06 PM	0	0	71	30.8	87.44	2.65	0.96	2.13	0.39	3.38	0.33	-59.59	8	7	1	0.9996
06:52:06 PM	0	0	71	30.8	87.44	2.65	0.96	2.13	0.39	3.38	0.33	-59.59	8	7	1	0.9996
06:52:07 PM	0	0	71	30.8	87.44	3.27	1.14	2.48	0.47	3.85	0.4	-61.27	8	7	1	0.9996
06:52:07 PM	0	0	71	30.8	87.44	3.27	1.14	2.48	0.47	3.85	0.4	-61.27	8	7	1	0.9996
06:52:08 PM	0	0	71	30.8	87.44	2.54	0.93	2.07	0.37	3.29	0.32	-63.79	8	7	1	0.9996
06:52:08 PM	0	0	71	30.8	87.44	2.54	0.93	2.07	0.37	3.29	0.32	-63.79	8	7	1	0.9996

